Date,Open,High,Low,Close,Volume,Ticker,Return,Volatility,Volume_Zscore,Return_Zscore,Manipulation_Flag,stock,sentiment_score,risk_score,event_count,twitter_sentiment
2023-05-03,54.099998474121094,58.20000076293945,54.099998474121094,57.400001525878906,2505720,AMC,0.0436363913796165,0.0240969482406527,-0.2278462453724192,0.385757377955609,0,AMC,0.5,1.0,0.0,0.5
2023-05-04,58.400001525878906,60.5,57.20000076293945,59.20000076293945,2500750,AMC,0.0313588708921726,0.0234146963884693,-0.228397973913203,0.2723985227930734,0,AMC,0.5,1.0,0.0,0.5
2023-05-05,61.0,61.099998474121094,56.599998474121094,58.900001525878906,2847930,AMC,-0.0050675546147687,0.0250113592364575,-0.1898569045390939,-0.0639281725973517,0,AMC,0.5,1.0,0.0,0.5
2023-05-08,58.29999923706055,60.29999923706055,57.599998474121094,59.0,1703610,AMC,0.0016977669190239,0.0245589098318211,-0.3168899032895418,-0.0014636786743735,0,AMC,0.5,1.0,0.0,0.5
2023-05-09,58.099998474121094,59.5,55.29999923706055,55.400001525878906,1877280,AMC,-0.061016923290188,0.0366729412125138,-0.2976104876601809,-0.5805110108502731,0,AMC,0.5,1.0,0.0,0.5
2023-05-10,56.0,56.099998474121094,54.0,54.900001525878906,1456840,AMC,-0.0090252705095402,0.0349675795684888,-0.3442842799513567,-0.1004699273717539,0,AMC,0.5,1.0,0.0,0.5
2023-05-11,54.20000076293945,54.79999923706055,51.900001525878906,53.400001525878906,1389160,AMC,-0.0273224036121916,0.0350534518674353,-0.3517975571425535,-0.2694081151267077,0,AMC,0.5,1.0,0.0,0.5
2023-05-12,52.70000076293945,53.20000076293945,50.79999923706055,52.0,1339470,AMC,-0.0262172562897855,0.0287079971781299,-0.3573137324326033,-0.2592042441266947,0,AMC,0.5,1.0,0.0,0.5
2023-05-15,51.0,52.400001525878906,50.29999923706055,51.400001525878906,1211510,AMC,-0.0115384321946364,0.021056068014448,-0.3715187996516568,-0.1236740532986628,0,AMC,0.5,1.0,0.0,0.5
2023-05-16,51.0,51.400001525878906,49.400001525878906,49.599998474121094,1191100,AMC,-0.0350195135860365,0.0206054903185733,-0.3737845500575718,-0.3404758503088662,0,AMC,0.5,1.0,0.0,0.5
2023-05-17,49.70000076293945,51.5,48.70000076293945,51.0,1393770,AMC,0.0282258380836313,0.027439316712201,-0.3512857928421484,0.2434711011099969,0,AMC,0.5,1.0,0.0,0.5
2023-05-18,50.79999923706055,51.599998474121094,49.900001525878906,50.70000076293945,1069150,AMC,-0.0058823379815793,0.0209376326720215,-0.3873224364858585,-0.0714511011692557,0,AMC,0.5,1.0,0.0,0.5
2023-05-19,50.900001525878906,50.900001525878906,49.599998474121094,50.29999923706055,1068200,AMC,-0.0078895763285924,0.0209724857235949,-0.3874278976757468,-0.0899840159616559,0,AMC,0.5,1.0,0.0,0.5
2023-05-22,50.29999923706055,52.099998474121094,49.599998474121094,51.20000076293945,1400930,AMC,0.0178926747421457,0.0224612382357233,-0.3504909485057275,0.1480645760061519,0,AMC,0.5,1.0,0.0,0.5
2023-05-23,50.900001525878906,51.400001525878906,49.79999923706055,50.29999923706055,1219730,AMC,-0.0175781545403874,0.0213612532278864,-0.3706062828296763,-0.1794390598660808,0,AMC,0.5,1.0,0.0,0.5
