Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,123.8617712243811,127.52873155668185,121.41713100284726,125.49153137207031,225720
2018-01-03 00:00:00-05:00,125.89900161743164,126.30644175211589,121.41716013590495,122.23204040527344,163100
2018-01-04 00:00:00-05:00,122.23201606512895,123.04689617222981,116.93529536897336,117.75017547607422,214100
2018-01-05 00:00:00-05:00,118.15761457943748,118.6465476133996,114.49065412697217,114.8980941772461,200900
2018-01-08 00:00:00-05:00,116.52784563147505,116.93528565116551,111.2311253754989,112.45344543457031,234740
2018-01-09 00:00:00-05:00,112.04601329007595,114.08321353171368,110.41625309676574,113.2683334350586,200480
2018-01-10 00:00:00-05:00,110.82368584089382,116.12040612005418,110.41624581941994,113.67576599121094,268220
2018-01-11 00:00:00-05:00,113.2683339761504,115.30553422752001,112.04601382532864,114.8980941772461,214900
2018-01-12 00:00:00-05:00,115.30553515477165,119.78737574382637,113.67577494056992,117.75017547607422,465680
2018-01-16 00:00:00-05:00,118.15759707719852,118.97247705704126,110.90517023023075,111.23111724853516,226280
2018-01-17 00:00:00-05:00,111.63857283158735,113.67577306574042,111.31262576775626,112.04601287841797,102380
2018-01-18 00:00:00-05:00,112.0459962247023,112.45343621097393,108.78647633452913,109.19391632080078,196820
2018-01-19 00:00:00-05:00,108.78648324446245,109.60136326876554,106.74928318370472,107.56416320800781,131460
2018-01-22 00:00:00-05:00,107.97160339355469,109.19392343197228,106.34184334233122,107.97160339355469,198140
2018-01-23 00:00:00-05:00,108.78647633452913,111.63855623843064,107.15671638944255,109.19391632080078,173450
2018-01-24 00:00:00-05:00,109.19392325661399,111.23112331737171,106.74928318370472,107.56416320800781,172480
2018-01-25 00:00:00-05:00,107.9716184202709,108.37905848978136,105.93441807271863,107.15673828125,117590
2018-01-26 00:00:00-05:00,107.15672195375197,107.56416196118069,101.04512184232125,104.71208190917969,357500
2018-01-29 00:00:00-05:00,104.30464190175097,105.52696192403711,103.08232187946483,104.71208190917969,204520
2018-01-30 00:00:00-05:00,103.89720099312919,104.71208100091843,101.86000097365607,102.67488098144531,249470
2018-01-31 00:00:00-05:00,102.67488920688629,104.7120893895626,102.26744917035103,104.30464935302734,119060
2018-02-01 00:00:00-05:00,104.30463686342593,110.82367666739005,103.08231690018265,110.00879669189453,218650
2018-02-02 00:00:00-05:00,110.00880579794607,115.95743259828117,108.78648573352444,113.67576599121094,268130
2018-02-05 00:00:00-05:00,112.4534438915467,113.26832391974632,107.56416372234902,108.78648376464844,162360
2018-02-06 00:00:00-05:00,105.93441217595881,112.45345292524858,104.30465198863637,112.04601287841797,192720
2018-02-07 00:00:00-05:00,112.04599931206502,117.34271927954445,111.6385593145666,115.71295928955078,273160
2018-02-08 00:00:00-05:00,116.5278533935547,116.5278533935547,111.0681592528412,112.04601287841797,156420
2018-02-09 00:00:00-05:00,111.63857198381956,112.45345207129269,105.11953128403448,109.60137176513672,210150
2018-02-12 00:00:00-05:00,111.23113319342085,116.7723203374922,109.1939329517831,113.2683334350586,172730
2018-02-13 00:00:00-05:00,113.26833329734389,114.89809348867257,110.41625296251868,112.86089324951172,185900
2018-02-14 00:00:00-05:00,111.63856683028372,118.1576072291324,111.63856683028372,116.12040710449219,198100
2018-02-15 00:00:00-05:00,117.3427209430994,121.25414746135247,115.95742741878202,119.37992095947266,214560
2018-02-16 00:00:00-05:00,119.37992779413858,121.41712792714436,116.5278476079305,117.34272766113281,143300
2018-02-20 00:00:00-05:00,119.37992811531855,122.23200830919988,116.60934090060984,118.15760803222656,200230
2018-02-21 00:00:00-05:00,118.15760771433511,121.00968790054321,116.93528763453165,117.34272766113281,116410
2018-02-22 00:00:00-05:00,118.15761512809699,121.41713554542382,116.12041486726774,116.5278549194336,146280
2018-02-23 00:00:00-05:00,118.56504914254853,121.41712936247238,116.52784898546007,121.00968933105469,182690
2018-02-26 00:00:00-05:00,121.00968377567033,129.5659240426369,121.00968377567033,125.89896392822266,367410
2018-02-27 00:00:00-05:00,125.89898739769345,129.4029746470352,123.94327994573212,128.3436279296875,216740
2018-02-28 00:00:00-05:00,128.75108256022136,129.40298926253337,121.0097200012207,122.23204040527344,374410
2018-03-01 00:00:00-05:00,129.97336968890693,130.38080971927965,118.1576088080972,120.19480895996094,373940
2018-03-02 00:00:00-05:00,119.78738606770834,129.15850810701886,118.15762571304563,128.3436279296875,326980
2018-03-05 00:00:00-05:00,128.75106801835318,130.38082837301587,126.7138675750248,128.3436279296875,216040
2018-03-06 00:00:00-05:00,128.75105328694406,131.03272000922556,124.67665286647114,129.97337341308594,171170
2018-03-07 00:00:00-05:00,129.56594809756916,130.21785472575752,124.2692269489264,127.93618774414062,138550
