Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,39.98634929298193,40.48923340934084,39.774853761275736,40.47983169555664,102223600
2018-01-03 00:00:00-05:00,40.54327682411795,41.01796292499163,40.40933289402016,40.4727783203125,118071600
2018-01-04 00:00:00-05:00,40.54562274822063,40.76416773683325,40.43752815722298,40.660770416259766,89738400
2018-01-05 00:00:00-05:00,40.75713782259662,41.21067204985768,40.665490805467456,41.12372589111328,94640000
2018-01-08 00:00:00-05:00,40.97098159790039,41.26707113013924,40.87228150144981,40.97098159790039,82271200
2018-01-09 00:00:00-05:00,41.017976757349864,41.13782174424207,40.750085221111235,40.966278076171875,86336000
2018-01-10 00:00:00-05:00,40.69133554284617,40.959227069190455,40.653735851431975,40.95687484741211,95839600
2018-01-11 00:00:00-05:00,41.027372446778855,41.23886801693427,41.00387532945304,41.189517974853516,74670800
2018-01-12 00:00:00-05:00,41.401008705572366,41.67830193296904,41.2764628718352,41.61485290527344,101672400
2018-01-16 00:00:00-05:00,41.80519391095226,42.15533427468017,41.39160810901401,41.403358459472656,118263600
2018-01-17 00:00:00-05:00,41.393961226031564,42.12244000488861,41.14017227430858,42.08719253540039,137547200
2018-01-18 00:00:00-05:00,42.150639532127954,42.3221867851627,41.887448855050266,42.12479019165039,124773600
2018-01-19 00:00:00-05:00,41.972037930006024,42.19998109045829,41.690047463316596,41.936790466308594,129700400
2018-01-22 00:00:00-05:00,41.66420274454242,41.77699822657557,41.499708586222475,41.59370422363281,108434400
2018-01-23 00:00:00-05:00,41.664204031032014,42.16708823668298,41.55140854551602,41.60310363769531,130756400
2018-01-24 00:00:00-05:00,41.65245342158767,41.66420377297994,40.70073233007495,40.940425872802734,204420400
2018-01-25 00:00:00-05:00,41.00857612781527,41.11197349291074,40.07330615521337,40.20960235595703,166116000
2018-01-26 00:00:00-05:00,40.41873655870212,40.41873655870212,39.962850235432136,40.3035888671875,156572000
2018-01-29 00:00:00-05:00,39.98635497038947,39.98635497038947,39.26022845555082,39.4693717956543,202561600
2018-01-30 00:00:00-05:00,38.89834241190866,39.33072813120874,38.70329803527017,39.236732482910156,184192800
2018-01-31 00:00:00-05:00,39.213234209267384,39.582174502407675,39.12628804991519,39.34482955932617,129915600
2018-02-01 00:00:00-05:00,39.28372874371465,39.624467437367045,39.187380877335194,39.42707443237305,188923200
2018-02-02 00:00:00-05:00,39.00878354842047,39.19677840314394,37.62232821802913,37.71632385253906,346375200
2018-02-05 00:00:00-05:00,37.387336929885954,38.51060165666252,36.658858185507825,36.77400588989258,290954000
2018-02-06 00:00:00-05:00,36.38391663016176,38.47300138641009,36.18887227786028,38.310855865478516,272975200
2018-02-07 00:00:00-05:00,38.32495890960423,38.397806073513465,37.38029082924668,37.4907341003418,206434400
2018-02-08 00:00:00-05:00,37.66698422861595,37.83383064956318,36.430923723092576,36.45912170410156,217562000
2018-02-09 00:00:00-05:00,37.06078818257288,37.25426593663926,35.44924403446056,36.905059814453125,282690400
2018-02-12 00:00:00-05:00,37.39819391405882,38.66996831387416,37.16460137519868,38.39154815673828,243278000
2018-02-13 00:00:00-05:00,38.21222377865812,38.872886607993586,38.14143783260026,38.776145935058594,130196800
2018-02-14 00:00:00-05:00,38.469402771500995,39.53118098298525,38.43165339355974,39.49106979370117,162579600
2018-02-15 00:00:00-05:00,40.062081842285394,40.840720145877995,39.87568230794668,40.8171272277832,204588800
2018-02-16 00:00:00-05:00,40.66847906045923,41.248919598735064,40.529268955862534,40.684993743896484,160704400
2018-02-20 00:00:00-05:00,40.595330913677635,41.11678010195988,40.44668077568657,40.54814147949219,135722000
2018-02-21 00:00:00-05:00,40.77938119188139,41.0837561695638,40.349948965647414,40.36410903930664,149886400
2018-02-22 00:00:00-05:00,40.53633515203061,41.043627769111964,40.515100450922425,40.701499938964844,123967600
2018-02-23 00:00:00-05:00,40.977572424114385,41.44475397061122,40.946897669942075,41.40936279296875,135249600
2018-02-26 00:00:00-05:00,41.60992889501946,42.32721780967406,41.57689592395623,42.228118896484375,152648800
2018-02-27 00:00:00-05:00,42.25877797888751,42.58438754419969,42.0369837124594,42.091251373291016,155712400
2018-02-28 00:00:00-05:00,42.296533475796856,42.61742666505022,42.011035062021165,42.027549743652344,151128400
2018-03-01 00:00:00-05:00,42.126657594237145,42.419237905595054,40.739269228248325,41.2913932800293,195208000
2018-03-02 00:00:00-05:00,40.77229226346059,41.59811992782336,40.68970805689516,41.57688522338867,153816000
2018-03-05 00:00:00-05:00,41.3409366759555,41.937891845850366,41.17813006592543,41.72081756591797,113605600
2018-03-06 00:00:00-05:00,41.978008916031996,42.05823132629341,41.55801676781215,41.685428619384766,95154000
2018-03-07 00:00:00-05:00,41.27723102212656,41.49194710116886,41.11914442776275,41.298465728759766,126814000
2018-03-08 00:00:00-05:00,41.4046481035812,41.791607297060516,41.307911005454166,41.74913787841797,95096400
2018-03-09 00:00:00-05:00,41.989801249581454,42.47113924353267,41.85530758048852,42.4664192199707,128740800
2018-03-12 00:00:00-04:00,42.53956452574493,43.03506260368419,42.520691631636566,42.876976013183594,128828400
2018-03-13 00:00:00-04:00,43.082251622332656,43.29696769404827,42.29181867748533,42.46406173706055,126774000
2018-03-14 00:00:00-04:00,42.54663877113083,42.59382819862952,41.954400115006315,42.103050231933594,117473600
2018-03-15 00:00:00-04:00,42.11720816294422,42.52776375711934,42.01575107031442,42.1525993347168,90975200
2018-03-16 00:00:00-04:00,42.152613858138956,42.26351103499883,41.90958479403939,42.00396728515625,157618800
2018-03-19 00:00:00-04:00,41.838792742025426,41.8741839178001,40.97521204989259,41.3621711730957,133787200
