Date,Open,High,Low,Close,Volume
2020-12-24 00:00:00-05:00,9039.0,9062.0,7935.0,8192.6005859375,14020
2020-12-28 00:00:00-05:00,7866.0,7866.0,7038.0,7079.39990234375,19779
2020-12-29 00:00:00-05:00,7033.39990234375,7051.80029296875,6453.80029296875,6729.80029296875,12820
2020-12-30 00:00:00-05:00,6674.60009765625,7245.0,6573.39990234375,6587.2001953125,11153
2020-12-31 00:00:00-05:00,6670.0,6711.39990234375,6219.2001953125,6348.0,10511
2021-01-04 00:00:00-05:00,6361.80029296875,6371.0,5520.0,5750.0,16533
2021-01-05 00:00:00-05:00,6348.0,6633.2001953125,6164.0,6481.39990234375,15950
2021-01-06 00:00:00-05:00,6614.80029296875,6941.39990234375,6302.0,6458.39990234375,12305
2021-01-07 00:00:00-05:00,6665.39990234375,6794.2001953125,6412.39990234375,6527.39990234375,8185
2021-01-08 00:00:00-05:00,7084.0,7130.0,6490.60009765625,6900.0,13423
2021-01-11 00:00:00-05:00,7219.7001953125,7912.0,7120.80029296875,7843.0,17010
2021-01-12 00:00:00-05:00,7544.0,7797.0,7429.0,7691.2001953125,15244
2021-01-13 00:00:00-05:00,9163.2001953125,9200.0,8201.7998046875,8740.0,47384
2021-01-14 00:00:00-05:00,8896.400390625,8924.0,7985.60009765625,8022.400390625,22700
2021-01-15 00:00:00-05:00,8026.8623046875,8224.7998046875,7686.60009765625,7774.0,9746
2021-01-19 00:00:00-05:00,7906.29638671875,7990.2001953125,7369.2001953125,7672.80029296875,10778
2021-01-20 00:00:00-05:00,7795.39013671875,8265.0498046875,7705.0,7985.60009765625,9612
2021-01-21 00:00:00-05:00,8229.400390625,8257.0,7751.0,7875.2001953125,7261
2021-01-22 00:00:00-05:00,7847.60009765625,7861.400390625,7668.2001953125,7820.0,6055
2021-01-25 00:00:00-05:00,7820.0,7898.2001953125,7199.0,7728.0,9465
2021-01-26 00:00:00-05:00,7498.0,7530.2001953125,7291.0,7456.60009765625,11591
2021-01-27 00:00:00-05:00,7163.1201171875,7452.0,6808.0,6964.39990234375,11113
2021-01-28 00:00:00-05:00,7038.0,7254.2001953125,6854.0,7116.2001953125,7292
2021-01-29 00:00:00-05:00,6946.0,7176.0,6808.0458984375,6932.2001953125,11132
2021-02-01 00:00:00-05:00,7005.80029296875,7447.400390625,6688.4462890625,7130.0,8510
2021-02-02 00:00:00-05:00,7477.30029296875,7498.0,7176.0,7254.2001953125,6608
2021-02-03 00:00:00-05:00,7410.60009765625,7935.0,7410.60009765625,7544.0,14914
2021-02-04 00:00:00-05:00,8174.2001953125,8684.7998046875,7898.2001953125,8671.0,33224
